Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor
1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,0,0
1,2,1,0,0,0,1,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
1,3,1,0,1,1,0,0,0,0,0,0
0,2,0,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0
1,8,1,0,0,0,0,1,0,0,0,0
1,5,0,0,0,0,0,1,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1
0,2,1,1,0,0,0,0,0,0,0,1
1,11,1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0
1,7,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0
0,7,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,0,0,0,0,1,0,0
1,4,0,0,0,0,0,0,0,1,0,0
0,4,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
1,7,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
1,13,1,0,0,1,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0
1,4,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,1,1
1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,0,0,0,0,0,0,0,1
0,4,1,0,0,1,0,0,0,0,0,0
1,5,1,0,1,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,0
0,2,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0
0,4,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1
0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,0
0,2,0,1,0,0,0,0,0,0,0,1
0,9,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0,1,1
0,3,1,0,1,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,3,0,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1
1,9,1,1,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,0,0
0,4,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0
0,4,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,1,0
1,12,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,5,1,0,0,1,0,0,0,0,1,0
0,2,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0
1,11,0,1,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0
0,4,0,1,0,1,0,0,0,0,0,1
1,15,1,1,0,0,0,0,1,0,1,0
1,21,1,1,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1
1,5,1,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,0,0,0,0
1,26,1,0,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0
1,4,1,0,0,1,0,0,0,0,0,0
1,3,1,0,0,1,0,0,0,0,1,0
1,3,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
1,11,1,0,0,0,0,0,0,0,0,0
1,5,1,1,0,1,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,1,0,1
1,18,0,0,0,1,0,0,0,0,0,0
0,15,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
1,8,0,0,0,1,0,0,0,0,0,1
0,3,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,1
0,0,0,0,0,0,0,1,0,0,0,1
0,6,1,0,0,0,0,0,0,0,0,1
1,3,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1
1,2,1,0,0,0,0,0,0,0,1,0
0,3,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1
1,5,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
1,4,1,0,0,0,0,0,0,0,1,1
0,9,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0
1,4,1,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1
0,4,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,1
1,14,1,0,0,1,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0
1,37,1,0,0,1,0,0,0,0,0,1
0,2,1,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1
1,2,1,0,0,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,1,0
1,7,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0
1,3,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0
1,15,1,0,0,1,0,0,0,0,0,0
1,6,1,1,0,1,0,0,0,0,0,0
1,17,1,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0
1,9,1,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0
0,1,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0,1,0,0,0,0,0,1
1,10,1,1,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0
1,6,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1
1,9,1,0,0,1,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,1
1,10,1,0,0,1,0,0,0,0,0,0
1,3,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,1
1,3,1,0,1,1,0,0,0,0,0,0
0,13,1,0,0,1,0,0,0,0,0,0
1,3,0,1,0,1,0,0,0,0,0,1
1,5,0,0,0,1,0,0,0,0,0,0
0,2,0,1,0,1,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,1,0,0,0,0,0,1
1,7,1,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,1,0
1,6,1,0,1,0,0,1,0,0,0,0
1,21,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1
1,25,1,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1
1,12,1,0,0,1,0,0,0,0,1,0
0,3,0,0,0,1,0,0,0,0,0,0
1,15,0,1,0,1,0,0,0,0,0,0
1,9,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0
0,1,1,0,1,1,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1
1,3,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,1,0,0
1,1,0,0,1,1,0,0,0,0,0,0
0,5,1,0,0,0,0,0,0,0,0,0
1,6,1,0,0,1,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1
1,2,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1
1,22,1,1,0,1,0,0,0,0,0,0
1,4,0,0,0,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,1,0,0,0,0,0,0
0,2,0,0,0,1,0,0,0,0,0,0
1,7,0,0,0,1,0,0,0,0,0,0
1,14,1,0,0,1,0,0,0,0,1,0
0,2,1,0,0,0,0,0,0,0,0,1
1,6,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0
0,2,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0
1,5,1,0,0,1,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,0,0,0,0,0,0,0,1,0
1,8,1,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,0
0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,1,0
1,1,0,0,1,1,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0
0,3,0,1,0,1,0,0,0,0,0,0
1,7,1,0,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0
1,17,1,1,0,1,0,0,0,0,0,0
1,8,1,0,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0
1,2,0,0,1,1,0,0,0,0,0,0
0,4,0,1,0,0,0,0,0,0,0,0
0,4,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0
1,3,1,0,1,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0
1,10,1,0,0,1,0,0,0,0,1,1
1,10,1,0,0,1,0,0,0,0,0,1
1,6,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,10,1,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0
1,10,1,1,0,1,0,0,0,0,0,0
0,4,0,0,0,1,0,0,0,0,0,1
1,10,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1
0,3,1,0,0,1,0,0,0,0,0,1
1,1,1,0,1,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0
0,16,1,0,0,0,0,0,0,0,0,1
1,4,1,0,1,1,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0
0,7,1,1,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1
1,3,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
1,11,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0
1,10,1,1,0,1,0,0,0,0,0,0
1,4,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,1,0,1
0,2,0,1,0,0,0,0,0,1,0,0
1,16,1,1,0,1,0,0,0,0,0,0
0,4,1,0,0,1,0,0,0,0,0,0
0,8,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,0
1,9,1,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,1
0,8,1,1,0,1,0,0,0,0,1,0
1,5,1,0,0,1,0,0,0,0,0,0
1,13,0,1,0,1,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1,0,1
1,8,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,1
0,1,1,0,1,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0,0
1,5,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1
0,2,1,0,1,1,0,0,0,0,0,0
1,33,1,1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1,1,0,0,0,0,0,1
1,4,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,14,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1
0,15,1,0,0,1,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1
1,2,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0
1,18,1,0,0,1,0,0,0,0,0,1
1,1,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,1,0,0,0,0,0,1
0,14,1,0,0,1,0,0,0,0,1,0
1,7,1,0,0,1,0,0,0,0,0,0
1,20,1,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,1
1,5,1,0,0,1,0,0,0,0,0,0
1,3,1,0,1,0,0,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1
0,2,0,0,1,0,0,0,0,0,0,1
1,16,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,0,0,0,0,0
0,7,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1
1,8,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,1
1,9,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,1,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0
0,2,0,0,0,1,0,0,0,0,0,0
1,5,1,0,1,0,0,0,0,1,0,1
1,4,1,0,1,1,0,0,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,1
0,3,0,0,0,0,0,0,0,1,0,1
0,2,0,1,0,1,0,0,0,0,1,0
1,2,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,1
1,0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1
1,3,0,1,0,1,0,0,0,0,0,1
0,5,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,1,0,0,0,0
1,2,0,1,0,0,0,1,0,0,1,1
1,2,1,0,1,1,0,0,0,0,0,0
1,5,1,0,0,1,0,0,0,0,0,0
0,4,1,0,0,1,0,0,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0
0,7,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,0,0,1,0,0,0,0,1,0
1,2,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,1
0,22,1,1,0,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1
1,9,1,0,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,1,0,0,0,0,0,0
1,10,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0
1,2,0,1,0,0,0,0,0,0,0,1
0,11,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1,1,0,0,0,0,1,0
1,6,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0
1,11,1,0,0,1,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,1,1
1,13,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0
1,13,1,0,0,0,0,0,0,0,0,0
1,5,1,0,0,1,0,0,0,0,0,1
0,8,1,1,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0
1,8,0,0,0,1,0,0,0,0,0,0
1,3,1,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1
0,13,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,1
1,5,1,0,0,1,0,0,0,0,1,0
0,7,1,1,0,1,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,1,0
1,6,1,0,0,1,0,0,0,0,0,1
0,3,1,0,0,0,0,0,0,0,0,0
1,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0
0,1,1,0,1,1,0,0,0,0,0,0
1,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
1,14,1,1,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0
0,6,1,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,0,0,0,0,1,0
0,7,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1
1,7,1,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,1
1,4,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0
1,17,1,0,0,0,0,1,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1,1
1,2,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1
1,8,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,2,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0
1,12,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,1,0
0,4,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0
1,7,1,0,0,0,0,0,0,0,0,1
1,11,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1
1,2,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1
1,7,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,1,0,0,0,0,0,1
0,2,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0
0,3,1,0,0,1,0,0,0,0,0,0
1,3,1,0,1,0,0,0,0,0,0,1
1,19,1,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0
1,3,1,0,0,0,0,0,0,0,0,0
1,4,1,0,1,0,0,0,0,0,0,0
0,6,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0
1,2,1,0,0,1,0,0,0,0,0,0
0,3,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,1,0
1,3,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,1
1,3,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,13,1,0,0,1,0,0,0,0,0,0
0,6,1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,0
0,10,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
1,13,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,1
1,3,1,0,1,0,0,0,0,0,0,1
1,8,1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0
1,7,1,0,0,0,0,0,0,0,0,0
1,6,1,0,0,0,0,0,0,0,0,0
1,25,1,0,0,1,0,0,0,0,0,0
0,9,1,1,0,1,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,1
1,7,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0
0,3,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0
